Pruning,Susceptibility_to_nonR6_Strains,Area_nonR6,Mildew_may,First_spray_date,Interval,Initial_interval_after_change,Disease_incidence,Degree_centrality,Annual_costs,Synthetic,Nonsynthetic,Mixture
3,1,0.5618,0,119,23,0,0,0.125689023,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0,0.125689023,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0.01,0.125689023,619.8914999,1,4,1
3,4,0.4382,0,119,23,0,0,0.158838093,619.8914999,1,4,1
3,4,0.4382,0,119,13,13,0,0.158838093,619.8914999,1,4,1
3,4,0.4382,0,119,28,28,0.01,0.158838093,619.8914999,1,4,1
3,4,0.4382,0,119,23,0,0,0.358719836,619.8914999,1,4,1
3,4,0.4382,0,119,13,13,0,0.358719836,619.8914999,1,4,1
3,4,0.4382,0,119,28,28,0.02,0.358719836,619.8914999,1,4,1
4,2,0.4382,0,119,23,0,0.05,0.213161302,619.8914999,1,4,1
4,2,0.4382,0,119,13,13,0.05,0.213161302,619.8914999,1,4,1
4,2,0.4382,0,119,28,28,0.1,0.213161302,619.8914999,1,4,1
3,1,0.5618,0,119,23,0,0,0.407506785,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0,0.407506785,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0,0.407506785,619.8914999,1,4,1
3,1,0.5618,0,119,23,0,0,0.627532609,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0,0.627532609,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0,0.627532609,619.8914999,1,4,1
4,4,0.4382,0,119,23,0,0.01,0.319952982,619.8914999,1,4,1
4,4,0.4382,0,119,13,13,0.01,0.319952982,619.8914999,1,4,1
4,4,0.4382,0,119,28,28,0.02,0.319952982,619.8914999,1,4,1
2,1,0.5618,0,119,23,0,0,0.691678797,619.8914999,1,4,1
2,1,0.5618,0,119,13,13,0,0.691678797,619.8914999,1,4,1
2,1,0.5618,0,119,28,28,0.16,0.691678797,619.8914999,1,4,1
5,2,0.4382,0.01,119,23,0,0.1,0.521767331,619.8914999,1,4,1
5,2,0.4382,0.01,119,13,13,0.1,0.521767331,619.8914999,1,4,1
5,2,0.4382,0.01,119,28,28,0.07,0.521767331,619.8914999,1,4,1
3,2,0.4382,0.13,119,23,0,0.09,0.366500993,619.8914999,1,4,1
3,2,0.4382,0.13,119,13,13,0.09,0.366500993,619.8914999,1,4,1
3,2,0.4382,0.13,119,28,28,0.02,0.366500993,619.8914999,1,4,1
3,4,0.4382,0,119,23,0,0.48,0.655297504,915.9638194,1,4,2
3,4,0.4382,0,119,9,9,0.48,0.655297504,915.9638194,1,4,2
3,4,0.4382,0,119,4,4,0.48,0.655297504,915.9638194,1,4,2
3,4,0.4382,0,119,28,28,0.12,0.655297504,915.9638194,1,4,2
3,1,0.5618,0,119,23,0,0.03,0.551246034,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0.03,0.551246034,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0.01,0.551246034,619.8914999,1,4,1
5,3,0.4382,0,119,23,0,0.36,0.530034781,619.8914999,1,4,1
5,3,0.4382,0,119,13,13,0.36,0.530034781,619.8914999,1,4,1
5,3,0.4382,0,119,28,28,0.09,0.530034781,619.8914999,1,4,1
3,3,0.4382,0.03,119,23,0,0.04,0.87647799,619.8914999,1,4,1
3,3,0.4382,0.03,119,13,13,0.04,0.87647799,619.8914999,1,4,1
3,3,0.4382,0.03,119,28,28,0.14,0.87647799,619.8914999,1,4,1
3,1,0.5618,0,119,23,0,0,0.605086629,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0,0.605086629,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0,0.605086629,619.8914999,1,4,1
3,1,0.5618,0,119,23,0,0.01,1.095484706,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0.01,1.095484706,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0.04,1.095484706,619.8914999,1,4,1
4,4,0.4382,0,119,23,0,0.02,0.688031595,619.8914999,1,4,1
4,4,0.4382,0,119,13,13,0.02,0.688031595,619.8914999,1,4,1
4,4,0.4382,0,119,28,28,0.03,0.688031595,619.8914999,1,4,1
3,1,0.5618,0,119,23,0,0.01,0.538447999,619.8914999,1,4,1
3,1,0.5618,0,119,13,13,0.01,0.538447999,619.8914999,1,4,1
3,1,0.5618,0,119,28,28,0.02,0.538447999,619.8914999,1,4,1
5,1,0.5618,0,119,23,0,0,0.512052934,619.8914999,1,4,1
5,1,0.5618,0,119,13,13,0,0.512052934,619.8914999,1,4,1
5,1,0.5618,0,119,28,28,0.05,0.512052934,619.8914999,1,4,1
5,4,0.4382,0.01,119,23,0,0.02,0.261869343,619.8914999,1,4,1
5,4,0.4382,0.01,119,13,13,0.02,0.261869343,619.8914999,1,4,1
5,4,0.4382,0.01,119,28,28,0.13,0.261869343,619.8914999,1,4,1
3,3,0.4382,0,119,23,0,0,0.561837374,619.8914999,1,4,1
3,3,0.4382,0,119,13,13,0,0.561837374,619.8914999,1,4,1
3,3,0.4382,0,119,28,28,0,0.561837374,619.8914999,1,4,1
4,3,0.4382,0.0075,119,23,0,0.11,0.61022212,619.8914999,1,4,1
4,3,0.4382,0.0075,119,13,13,0.11,0.61022212,619.8914999,1,4,1
4,3,0.4382,0.0075,119,28,28,0.12,0.61022212,619.8914999,1,4,1
5,4,0.4382,0.38,81,30,0,0.38,1.114448138,681.5423948,1,3,1
5,4,0.4382,0.38,81,32,0,1,1.114448138,681.5423948,1,3,1
5,4,0.4382,0.38,81,18,18,0.99,1.114448138,681.5423948,1,3,1
5,4,0.4382,0.38,81,8,8,0.99,1.114448138,681.5423948,1,3,1
2,0,0.5618,0.01,104,10,0,0.01,1.510867318,161.6129119,1,4,0
2,0,0.5618,0.01,104,8,0,0.01,1.510867318,161.6129119,1,4,0
2,0,0.5618,0.01,104,6,6,0.01,1.510867318,161.6129119,1,4,0
2,0,0.5618,0.01,104,43,43,0.09,1.510867318,161.6129119,1,4,0
5,0,0.5618,0,119,4,0,0,0.901938258,1131.950133,1,4,1
5,0,0.5618,0,119,10,10,0.12,0.901938258,1131.950133,1,4,1
5,0,0.5618,0,119,7,7,0.12,0.901938258,1131.950133,1,4,1
5,0,0.5618,0,119,25,25,0.42,0.901938258,1131.950133,1,4,1
5,0,0.5618,0,119,8,8,0.42,0.901938258,1131.950133,1,4,1
5,0,0.5618,0,119,4,0,0,0.733884323,1131.950133,1,4,1
5,0,0.5618,0,119,10,10,0.12,0.733884323,1131.950133,1,4,1
5,0,0.5618,0,119,7,7,0.12,0.733884323,1131.950133,1,4,1
5,0,0.5618,0,119,25,25,0.42,0.733884323,1131.950133,1,4,1
5,0,0.5618,0,119,8,8,0.42,0.733884323,1131.950133,1,4,1
5,1,0.5618,0,81,32,0,0,0.777177878,98.14103419,1,3,0
5,1,0.5618,0,81,35,35,0,0.777177878,98.14103419,1,3,0
5,1,0.5618,0,81,24,24,0,0.777177878,98.14103419,1,3,0
2,3,0.4382,0.12,119,32,32,0.88,1.174129936,676.5237332,1,1,3
2,3,0.4382,0.12,119,2,0,0.88,1.174129936,676.5237332,1,1,3
2,3,0.4382,0.12,119,9,9,0.39,1.174129936,676.5237332,1,1,3
2,3,0.4382,0.12,119,19,19,0.39,1.174129936,676.5237332,1,1,3
4,0,0.5618,0.07,116,18,18,0.94,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,7,0,0.94,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,9,9,0.94,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,4,4,0.94,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,11,11,0.71,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,11,0,0.71,0.852552772,1733.358982,2,2,4
4,0,0.5618,0.07,116,8,0,0.71,0.852552772,1733.358982,2,2,4
2,0,0.5618,0,116,10,0,0,1.330674252,1249.933725,2,5,0
2,0,0.5618,0,116,16,0,0.82,1.330674252,1249.933725,2,5,0
2,0,0.5618,0,116,12,0,0.82,1.330674252,1249.933725,2,5,0
2,0,0.5618,0,116,3,3,0.82,1.330674252,1249.933725,2,5,0
2,0,0.5618,0,116,7,0,0.36,1.330674252,1249.933725,2,5,0
2,0,0.5618,0,116,12,12,0.36,1.330674252,1249.933725,2,5,0
4,4,0.4382,0,99,7,0,0,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,9,0,0,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,10,0,0,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,32,32,0.47,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,7,7,0.14,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,6,0,0.14,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,6,0,0.14,1.096625316,1408.945203,2,4,3
4,4,0.4382,0,99,5,5,0.14,1.096625316,1408.945203,2,4,3
4,3,0.4382,0.06,99,17,0,0.06,1.115674445,792.2541996,0,4,2
4,3,0.4382,0.06,99,37,37,0.87,1.115674445,792.2541996,0,4,2
4,3,0.4382,0.06,99,11,0,1,1.115674445,792.2541996,0,4,2
1,0,0.5618,0,122,26,0,0,0.291252962,181.0814462,0,4,0
1,0,0.5618,0,122,11,0,0,0.291252962,181.0814462,0,4,0
1,0,0.5618,0,122,24,0,0,0.291252962,181.0814462,0,4,0
1,0,0.5618,0,122,26,0,0,0.096873391,181.0814462,0,4,0
1,0,0.5618,0,122,11,0,0,0.096873391,181.0814462,0,4,0
1,0,0.5618,0,122,24,0,0,0.096873391,181.0814462,0,4,0
3,3,0.4382,0,120,38,0,0,0.29472635,168.3684892,1,2,0
3,3,0.4382,0,120,28,28,0.01,0.29472635,168.3684892,1,2,0
2,4,0.4382,0,121,42,0,0,0.134876895,177.1819117,0,2,0
2,4,0.4382,0,121,42,0,0,0.254378486,177.1819117,0,2,0
5,3,0.4382,0,158,29,29,0.02,0.129802379,170.8254332,1,1,0
1,0,0.5618,0,122,26,0,0,0.408682006,174.7249677,0,3,0
1,0,0.5618,0,122,11,0,0,0.408682006,174.7249677,0,3,0
3,3,0.4382,0,120,38,0,0,0.413806898,168.3684892,1,2,0
3,3,0.4382,0,120,28,28,0,0.413806898,168.3684892,1,2,0
2,3,0.4382,0,120,38,0,0,0.264498038,168.3684892,1,2,0
2,3,0.4382,0,120,28,28,0,0.264498038,168.3684892,1,2,0
2,1,0.5618,0,125,30,0,0,0.248045624,177.1819117,0,2,0
4,2,0.4382,0,118,7,0,0,0.104922525,249.1928613,0,10,0
4,2,0.4382,0,118,8,0,0,0.104922525,249.1928613,0,10,0
4,2,0.4382,0,118,7,0,0,0.104922525,249.1928613,0,10,0
4,2,0.4382,0,118,13,0,0,0.104922525,249.1928613,0,10,0
4,2,0.4382,0,118,12,0,0,0.104922525,249.1928613,0,10,0
1,1,0.5618,0,111,7,0,0,0.400009472,94.34623708,0,9,0
1,1,0.5618,0,111,8,0,0,0.400009472,94.34623708,0,9,0
1,1,0.5618,0,111,6,0,0,0.400009472,94.34623708,0,9,0
1,1,0.5618,0,111,8,0,0,0.400009472,94.34623708,0,9,0
1,1,0.5618,0,111,7,0,0,0.400009472,94.34623708,0,9,0
1,1,0.5618,0,111,14,0,0,0.400009472,94.34623708,0,9,0
1,0,0.5618,0,111,7,0,0,0.679420389,94.34623708,0,9,0
1,0,0.5618,0,111,8,0,0,0.679420389,94.34623708,0,9,0
1,0,0.5618,0,111,6,0,0,0.679420389,94.34623708,0,9,0
1,0,0.5618,0,111,8,0,0,0.679420389,94.34623708,0,9,0
1,0,0.5618,0,111,7,0,0,0.679420389,94.34623708,0,9,0
1,0,0.5618,0,111,14,0,0,0.679420389,94.34623708,0,9,0
1,1,0.5618,0,119,21,0,0,1.113200842,43.9948793,0,4,0
1,1,0.5618,0,119,25,0,0,1.113200842,43.9948793,0,4,0
3,1,0.5618,0,119,16,0,0.01,1.096235428,43.9948793,0,4,0
3,1,0.5618,0,119,26,0,0,1.096235428,43.9948793,0,4,0
4,0,0.5618,0,118,9,0,0,0.48062908,172.6322107,0,8,0
4,0,0.5618,0,118,7,0,0.14,0.48062908,172.6322107,0,8,0
4,0,0.5618,0,118,8,0,0.14,0.48062908,172.6322107,0,8,0
4,0,0.5618,0,118,5,0,0.14,0.48062908,172.6322107,0,8,0
4,0,0.5618,0,118,15,0,0.16,0.48062908,172.6322107,0,8,0
2,0,0.5618,0,118,9,0,0,0.784364766,172.6322107,0,8,0
2,0,0.5618,0,118,7,0,0.08,0.784364766,172.6322107,0,8,0
2,0,0.5618,0,118,8,0,0.08,0.784364766,172.6322107,0,8,0
2,0,0.5618,0,118,8,0,0.08,0.784364766,172.6322107,0,8,0
2,0,0.5618,0,118,7,0,0.08,0.784364766,172.6322107,0,8,0
1,0,0.5618,0,118,8,0,0,1.011787772,226.4008618,0,8,0
1,0,0.5618,0,118,7,0,0.07,1.011787772,226.4008618,0,8,0
1,0,0.5618,0,118,8,0,0.07,1.011787772,226.4008618,0,8,0
1,0,0.5618,0,118,5,0,0.07,1.011787772,226.4008618,0,8,0
1,0,0.5618,0,118,12,0,0.07,1.011787772,226.4008618,0,8,0
4,0,0.5618,0,118,9,0,0,0.611859038,154.6075701,0,7,0
4,0,0.5618,0,118,8,0,0.1,0.611859038,154.6075701,0,7,0
4,0,0.5618,0,118,7,0,0.1,0.611859038,154.6075701,0,7,0
4,0,0.5618,0,118,8,0,0.1,0.611859038,154.6075701,0,7,0
4,0,0.5618,0,118,12,0,0,0.611859038,154.6075701,0,7,0
2,0,0.5618,0,140,22,0,0.43,0.218963416,588.623628,1,3,0
2,0,0.5618,0,140,20,20,0.43,0.218963416,588.623628,1,3,0
2,0,0.5618,0,140,22,0,0,0.210548906,588.623628,1,3,0
2,0,0.5618,0,140,20,20,0,0.210548906,588.623628,1,3,0
3,4,0.4382,0,140,22,0,0.19,0.115535965,588.623628,1,3,0
3,4,0.4382,0,140,20,20,0.19,0.115535965,588.623628,1,3,0
2,0,0.5618,0,140,22,0,0.43,0.335243367,588.623628,1,3,0
2,0,0.5618,0,140,20,20,0.43,0.335243367,588.623628,1,3,0
1,3,0.4382,0,140,27,0,0.02,0.514163898,390.5186827,0,3,0
2,0,0.5618,0,140,27,0,0.18,0.500181264,360.1029869,0,2,0
3,1,0.5618,0,140,27,0,0,0.554174006,205.3100205,0,3,0
1,3,0.4382,0,140,22,0,0,0.539070112,390.5186827,0,3,0
2,3,0.4382,0,140,27,0,0,0.474003071,205.3100205,0,3,0
3,1,0.5618,0,140,27,0,0,0.523928795,352.218298,0,3,0
1,4,0.4382,0,133,1,0,0,0.533105746,615.672063,2,6,0
1,4,0.4382,0,133,22,22,0,0.533105746,615.672063,2,6,0
1,4,0.4382,0,133,7,0,0.01,0.533105746,615.672063,2,6,0
1,4,0.4382,0,133,20,20,0.01,0.533105746,615.672063,2,6,0
1,4,0.4382,0,133,1,0,0.01,0.533105746,615.672063,2,6,0
1,2,0.4382,0,133,1,0,0,0.456607654,611.7720583,2,4,1
1,2,0.4382,0,133,22,22,0,0.456607654,611.7720583,2,4,1
1,2,0.4382,0,133,7,0,0,0.456607654,611.7720583,2,4,1
1,2,0.4382,0,133,17,17,0,0.456607654,611.7720583,2,4,1
2,1,0.5618,0,133,1,0,0,0.815123618,611.7720583,2,4,1
2,1,0.5618,0,133,22,22,0,0.815123618,611.7720583,2,4,1
2,1,0.5618,0,133,7,0,0.02,0.815123618,611.7720583,2,4,1
2,1,0.5618,0,133,17,17,0.02,0.815123618,611.7720583,2,4,1
1,0,0.5618,0,133,1,0,0,1.014085752,231.1559311,2,4,0
1,0,0.5618,0,133,21,21,0,1.014085752,231.1559311,2,4,0
1,0,0.5618,0,133,8,0,0,1.014085752,231.1559311,2,4,0
3,1,0.5618,0,132,1,0,0.01,2.081535014,707.7860817,2,5,0
3,1,0.5618,0,132,22,22,0.01,2.081535014,707.7860817,2,5,0
3,1,0.5618,0,132,13,0,0.02,2.081535014,707.7860817,2,5,0
3,1,0.5618,0,132,15,15,0.02,2.081535014,707.7860817,2,5,0
2,3,0.4382,0,135,19,19,0.05,0.768801306,410.0667605,2,3,0
2,3,0.4382,0,135,9,0,0.041237113,0.768801306,410.0667605,2,3,0
2,3,0.4382,0,135,18,18,0.041237113,0.768801306,410.0667605,2,3,0
1,3,0.4382,0,127,7,0,0.01,0.817236198,556.4118187,1,4,1
1,3,0.4382,0,127,1,0,0.01,0.817236198,556.4118187,1,4,1
1,3,0.4382,0,127,28,28,0,0.817236198,556.4118187,1,4,1
1,3,0.4382,0,127,17,17,0,0.817236198,556.4118187,1,4,1
2,3,0.4382,0,154,9,0,0.01,1.295197419,484.7595319,2,0,0
1,3,0.4382,0,127,27,27,0.04,0.75082466,841.2732996,2,3,0
1,3,0.4382,0,127,9,0,0.03,0.75082466,841.2732996,2,3,0
1,3,0.4382,0,127,18,18,0.03,0.75082466,841.2732996,2,3,0
1,1,0.5618,0,127,8,0,0,0.68640035,428.0914011,2,6,0
1,1,0.5618,0,127,7,0,0,0.68640035,428.0914011,2,6,0
1,1,0.5618,0,127,12,12,0,0.68640035,428.0914011,2,6,0
1,1,0.5618,0,127,9,0,0.01,0.68640035,428.0914011,2,6,0
1,1,0.5618,0,127,20,20,0.01,0.68640035,428.0914011,2,6,0
3,1,0.5618,0,155,12,0,0,0.795407294,403.710282,2,2,0
3,1,0.5618,0,155,15,15,0,0.795407294,403.710282,2,2,0
3,1,0.5618,0,155,1,0,0,0.795407294,403.710282,2,2,0
1,3,0.4382,0,127,28,28,0.02,0.789716499,653.3501499,2,3,0
1,3,0.4382,0,127,13,0,0.05,0.789716499,653.3501499,2,3,0
1,3,0.4382,0,127,13,13,0.05,0.789716499,653.3501499,2,3,0
2,3,0.4382,0,127,5,0,0,1.302837064,706.076121,2,4,1
2,3,0.4382,0,127,23,23,0,1.302837064,706.076121,2,4,1
2,3,0.4382,0,127,13,0,0.05,1.302837064,706.076121,2,4,1
2,3,0.4382,0,127,12,12,0.05,1.302837064,706.076121,2,4,1
2,3,0.4382,0,135,1,0,0.03,1.035370771,425.4355593,2,5,0
2,3,0.4382,0,135,18,18,0.03,1.035370771,425.4355593,2,5,0
2,3,0.4382,0,135,14,0,0.02,1.035370771,425.4355593,2,5,0
2,3,0.4382,0,135,14,14,0.02,1.035370771,425.4355593,2,5,0
5,3,0.4382,0,156,24,24,0.04,1.211704857,156.7425463,1,1,0
2,3,0.4382,0,136,18,18,0.05,0.854174425,403.710282,2,2,0
2,3,0.4382,0,136,14,0,0.06,0.854174425,403.710282,2,2,0
2,3,0.4382,0,136,14,14,0.06,0.854174425,403.710282,2,2,0
2,0,0.5618,0,132,1,0,0.03,1.275062356,563.0729214,3,4,1
2,0,0.5618,0,132,22,22,0.03,1.275062356,563.0729214,3,4,1
2,0,0.5618,0,132,13,0,0,1.275062356,563.0729214,3,4,1
2,0,0.5618,0,132,1,0,0,1.275062356,563.0729214,3,4,1
2,0,0.5618,0,132,13,13,0,1.275062356,563.0729214,3,4,1
1,0,0.5618,0,132,22,22,0,1.107191998,227.9776918,2,3,0
1,0,0.5618,0,132,14,0,0,1.107191998,227.9776918,2,3,0
1,0,0.5618,0,132,15,15,0,1.107191998,227.9776918,2,3,0
3,3,0.4382,0,132,22,22,0.01,1.257164537,406.8885213,2,3,0
3,3,0.4382,0,132,14,0,0.03,1.257164537,406.8885213,2,3,0
3,3,0.4382,0,132,16,16,0.03,1.257164537,406.8885213,2,3,0
4,1,0.5618,0,132,22,22,0.01,0.932368947,307.0928654,2,2,0
4,1,0.5618,0,132,14,0,0,0.932368947,307.0928654,2,2,0
2,3,0.4382,0.04,135,19,19,0.13,1.577710192,410.0667605,2,3,0
2,3,0.4382,0.04,135,10,0,0.16,1.577710192,410.0667605,2,3,0
2,3,0.4382,0.04,135,17,17,0.16,1.577710192,410.0667605,2,3,0
1,3,0.4382,0,132,22,22,0,1.502946894,644.3378296,2,2,0
1,3,0.4382,0,132,13,0,0.01,1.502946894,644.3378296,2,2,0
1,1,0.5618,0,132,22,22,0,1.405993859,747.3117247,2,2,1
1,1,0.5618,0,132,13,0,0,1.405993859,747.3117247,2,2,1
1,1,0.5618,0,132,13,13,0,1.405993859,747.3117247,2,2,1
3,3,0.4382,0,134,21,21,0,0.758565913,500.8500961,2,3,0
3,3,0.4382,0,134,8,0,0.02,0.758565913,500.8500961,2,3,0
3,3,0.4382,0,134,21,21,0.02,0.758565913,500.8500961,2,3,0
4,4,0.4382,0,134,21,21,0,0.73736175,406.8885213,2,3,0
4,4,0.4382,0,134,8,0,0,0.73736175,406.8885213,2,3,0
4,4,0.4382,0,134,21,21,0,0.73736175,406.8885213,2,3,0
1,0,0.5618,0,134,21,21,0,0.694690057,218.9653716,2,2,0
1,0,0.5618,0,134,8,0,0,0.694690057,218.9653716,2,2,0
4,0,0.5618,0,120,15,0,0.28,1.089951281,393.2230045,0,6,0
4,0,0.5618,0,120,7,0,0.28,1.089951281,393.2230045,0,6,0
4,0,0.5618,0,120,12,0,0.28,1.089951281,393.2230045,0,6,0
3,0,0.5618,0,121,21,0,1,1.127567781,404.8911665,0,5,0
3,0,0.5618,0,121,12,0,1,1.127567781,404.8911665,0,5,0
4,1,0.5618,0,120,12,0,0,1.046873148,264.9944838,0,6,0
4,1,0.5618,0,120,10,0,0,1.046873148,264.9944838,0,6,0
4,1,0.5618,0,120,15,0,0,1.046873148,264.9944838,0,6,0
3,3,0.4382,0.01,120,14,0,0.02,1.344396145,405.8100852,0,5,1
3,3,0.4382,0.01,120,9,0,0.02,1.344396145,405.8100852,0,5,1
3,3,0.4382,0.01,120,13,0,0.02,1.344396145,405.8100852,0,5,1
3,3,0.4382,0.01,120,16,16,0.06,1.344396145,405.8100852,0,5,1
4,3,0.4382,0,120,13,0,0.01,1.182142327,261.8162446,0,6,0
4,3,0.4382,0,120,9,0,0.01,1.182142327,261.8162446,0,6,0
4,3,0.4382,0,120,14,0,0.01,1.182142327,261.8162446,0,6,0
1,0,0.5618,0,121,12,0,0.4,1.127703028,588.5002854,0,5,2
1,0,0.5618,0,121,10,0,0.4,1.127703028,588.5002854,0,5,2
1,0,0.5618,0,121,13,0,0.4,1.127703028,588.5002854,0,5,2
1,0,0.5618,0,121,16,16,0.12,1.127703028,588.5002854,0,5,2
1,0,0.5618,0,121,10,0,0.12,1.127703028,588.5002854,0,5,2
4,0,0.5618,0,121,11,0,0.75,1.09015268,740.5787643,0,6,2
4,0,0.5618,0,121,9,0,0.75,1.09015268,740.5787643,0,6,2
4,0,0.5618,0,121,12,0,0.75,1.09015268,740.5787643,0,6,2
4,0,0.5618,0,121,19,19,0.36,1.09015268,740.5787643,0,6,2
4,0,0.5618,0,121,11,0,0.36,1.09015268,740.5787643,0,6,2
3,0,0.5618,0,121,11,0,0.49,1.368792438,740.5787643,0,6,2
3,0,0.5618,0,121,9,0,0.49,1.368792438,740.5787643,0,6,2
3,0,0.5618,0,121,12,0,0.49,1.368792438,740.5787643,0,6,2
3,0,0.5618,0,121,19,19,0.48,1.368792438,740.5787643,0,6,2
3,0,0.5618,0,121,11,0,0.48,1.368792438,740.5787643,0,6,2
4,4,0.4382,0,119,14,0,0.01,0.841265715,570.4756448,0,5,2
4,4,0.4382,0,119,10,0,0.01,0.841265715,570.4756448,0,5,2
4,4,0.4382,0,119,13,0,0.01,0.841265715,570.4756448,0,5,2
4,4,0.4382,0,119,13,13,0,0.841265715,570.4756448,0,5,2
