Pruning,Susceptibility_to_nonR6_Strains,Area_nonR6,Mildew_may,First_spray_date,Interval,Initial_interval_after_change,Disease_incidence,Degree_centrality,Annual_costs,Synthetic,Nonsynthetic,Mixture
1,0,0.491333538,0,111,12,0,0.025,0.446637717,827.6559762,2,6,0
1,0,0.491333538,0,111,4,0,0.025,0.446637717,827.6559762,2,6,0
1,0,0.491333538,0,111,18,18,0.025,0.446637717,827.6559762,2,6,0
1,0,0.491333538,0,111,7,0,0.025,0.446637717,827.6559762,2,6,0
3,0,0.491333538,0,118,21,0,0.03,0.772141667,566.7662241,2,4,0
3,0,0.491333538,0,118,10,0,0.03,0.772141667,566.7662241,2,4,0
3,0,0.491333538,0,118,9,0,0.005,0.772141667,566.7662241,2,4,0
3,0,0.491333538,0,118,14,14,0.005,0.772141667,566.7662241,2,4,0
3,0,0.491333538,0,118,12,0,0.005,0.772141667,566.7662241,2,4,0
2,4,0.508666462,0,118,5,0,0.015,0.527286076,547.8794852,2,3,1
2,4,0.508666462,0,118,3,3,0.015,0.527286076,547.8794852,2,3,1
2,4,0.508666462,0,118,13,13,0.015,0.527286076,547.8794852,2,3,1
2,4,0.508666462,0,118,14,14,0.035,0.527286076,547.8794852,2,3,1
2,4,0.508666462,0,118,18,18,0.035,0.527286076,547.8794852,2,3,1
2,3,0.508666462,0,118,5,0,0.02,0.618039656,655.6993308,3,3,0
2,3,0.508666462,0,118,16,0,0.02,0.618039656,655.6993308,3,3,0
2,3,0.508666462,0,118,15,15,0,0.618039656,655.6993308,3,3,0
2,3,0.508666462,0,118,20,0,0,0.618039656,655.6993308,3,3,0
2,3,0.508666462,0,118,6,0,0,0.618039656,655.6993308,3,3,0
2,4,0.508666462,0,118,5,0,0.005,0.527806753,708.2405099,2,3,1
2,4,0.508666462,0,118,3,3,0.005,0.527806753,708.2405099,2,3,1
2,4,0.508666462,0,118,13,13,0.005,0.527806753,708.2405099,2,3,1
2,4,0.508666462,0,118,14,14,0.045,0.527806753,708.2405099,2,3,1
2,4,0.508666462,0,118,18,18,0.045,0.527806753,708.2405099,2,3,1
3,3,0.508666462,0,95,44,0,0,0.408772735,709.5539669,0,2,0
1,3,0.508666462,0,95,44,0,0,0.344639017,709.5539669,0,2,0
1,1,0.491333538,0,95,44,0,0,0.379095876,709.5539669,0,2,0
3,3,0.508666462,0,95,44,0,0,0.574389858,709.5539669,0,2,0
2,4,0.508666462,0,95,44,0,0,0.336089652,888.2005378,0,2,2
2,4,0.508666462,0,95,32,32,0,0.336089652,888.2005378,0,2,2
2,4,0.508666462,0,95,8,0,0,0.336089652,888.2005378,0,2,2
2,4,0.508666462,0,95,44,0,0,0.650893901,888.2005378,0,2,2
2,4,0.508666462,0,95,32,32,0,0.650893901,888.2005378,0,2,2
2,4,0.508666462,0,95,8,0,0,0.650893901,888.2005378,0,2,2
3,3,0.508666462,0,95,44,0,0,0.650893901,709.5539669,0,2,0
2,3,0.508666462,0,95,44,0,0,0.49592404,175.8817937,0,2,0
1,0,0.491333538,0,95,44,0,0,0.461164969,709.5539669,0,2,0
1,3,0.508666462,0,138,9,0,0,0.176478877,587.8591466,0,4,0
1,3,0.508666462,0,138,7,0,0,0.176478877,587.8591466,0,4,0
1,3,0.508666462,0,138,10,0,0,0.176478877,587.8591466,0,4,0
1,0,0.491333538,0,140,3,0,0,0.153383092,131.6237099,0,4,0
1,0,0.491333538,0,140,8,0,0,0.153383092,131.6237099,0,4,0
1,0,0.491333538,0,140,10,0,0,0.153383092,131.6237099,0,4,0
1,0,0.491333538,0,139,8,0,0,0.060841596,188.0807936,0,3,1
1,0,0.491333538,0,139,6,0,0.005,0.060841596,188.0807936,0,3,1
1,0,0.491333538,0,139,10,10,0.005,0.060841596,188.0807936,0,3,1
1,3,0.508666462,0,137,12,0,0,0.162926964,25.7437379,0,3,0
1,3,0.508666462,0,137,7,0,0,0.162926964,25.7437379,0,3,0
1,4,0.508666462,0,137,7,0,0,0.092180947,131.6237099,0,4,0
1,4,0.508666462,0,137,8,0,0,0.092180947,131.6237099,0,4,0
1,4,0.508666462,0,137,10,0,0,0.092180947,131.6237099,0,4,0
1,4,0.508666462,0,137,6,0,0,0.177224522,225.5852848,0,4,0
1,4,0.508666462,0,137,8,0,0,0.177224522,225.5852848,0,4,0
1,4,0.508666462,0,137,11,0,0,0.177224522,225.5852848,0,4,0
1,0,0.491333538,0,137,7,0,0,0.109699706,37.66213507,0,4,0
1,0,0.491333538,0,137,8,0,0,0.109699706,37.66213507,0,4,0
1,0,0.491333538,0,137,10,0,0,0.109699706,37.66213507,0,4,0
1,3,0.508666462,0,140,9,0,0,0.07756825,271.7837917,0,3,0
1,3,0.508666462,0,140,7,0,0.005,0.07756825,271.7837917,0,3,0
1,0,0.491333538,0,139,8,0,0,0.233846775,188.0807936,0,3,1
1,0,0.491333538,0,139,6,0,0,0.233846775,188.0807936,0,3,1
1,0,0.491333538,0,139,10,10,0,0.233846775,188.0807936,0,3,1
1,3,0.508666462,0,137,12,0,0,0.241223462,119.7053128,0,3,0
1,3,0.508666462,0,137,7,0,0,0.241223462,119.7053128,0,3,0
1,1,0.491333538,0,138,6,0,0,0.133125359,225.5852848,0,4,0
1,1,0.491333538,0,138,7,0,0,0.133125359,225.5852848,0,4,0
1,1,0.491333538,0,138,13,0,0,0.133125359,225.5852848,0,4,0
1,3,0.508666462,0,138,6,0,0,0.177753039,131.6237099,0,4,0
1,3,0.508666462,0,138,7,0,0,0.177753039,131.6237099,0,4,0
1,3,0.508666462,0,138,13,0,0,0.177753039,131.6237099,0,4,0
1,0,0.491333538,0,134,11,0,0,0.135722391,44.81317337,0,4,0
1,0,0.491333538,0,134,13,0,0,0.135722391,44.81317337,0,4,0
1,0,0.491333538,0,134,7,0,0,0.135722391,44.81317337,0,4,0
5,2,0.508666462,0,118,10,0,0,0.059076494,117.1990356,0,4,1
5,2,0.508666462,0,118,10,0,0,0.059076494,117.1990356,0,4,1
5,2,0.508666462,0,118,18,0,0.04,0.059076494,117.1990356,0,4,1
5,2,0.508666462,0,118,15,15,0.04,0.059076494,117.1990356,0,4,1
1,1,0.491333538,0,118,10,0,0,0.29853132,480.981316,0,5,1
1,1,0.491333538,0,118,10,0,0,0.29853132,480.981316,0,5,1
1,1,0.491333538,0,118,15,0,0.005,0.29853132,480.981316,0,5,1
1,1,0.491333538,0,118,17,17,0.005,0.29853132,480.981316,0,5,1
1,1,0.491333538,0,118,10,0,0,0.230907,471.9689957,0,5,1
1,1,0.491333538,0,118,11,0,0,0.230907,471.9689957,0,5,1
1,1,0.491333538,0,118,14,0,0,0.230907,471.9689957,0,5,1
1,1,0.491333538,0,118,17,17,0,0.230907,471.9689957,0,5,1
1,1,0.491333538,0,118,9,9,0,0.230907,471.9689957,0,5,1
3,3,0.508666462,0,118,10,0,0,0.191108625,241.7163016,0,4,1
3,3,0.508666462,0,118,10,0,0,0.191108625,241.7163016,0,4,1
3,3,0.508666462,0,118,15,0,0,0.191108625,241.7163016,0,4,1
3,3,0.508666462,0,118,17,17,0,0.191108625,241.7163016,0,4,1
5,3,0.508666462,0,118,10,0,0,0.257048307,338.0269158,0,4,1
5,3,0.508666462,0,118,10,0,0,0.257048307,338.0269158,0,4,1
5,3,0.508666462,0,118,15,0,0,0.257048307,338.0269158,0,4,1
5,3,0.508666462,0,118,18,18,0,0.257048307,338.0269158,0,4,1
5,4,0.508666462,0.0125,101,18,0,0.0125,0.689457228,461.5763669,0,3,3
5,4,0.508666462,0.0125,101,10,10,0.37,0.689457228,461.5763669,0,3,3
5,4,0.508666462,0.0125,101,14,14,0.37,0.689457228,461.5763669,0,3,3
5,4,0.508666462,0.0125,101,15,15,0.9,0.689457228,461.5763669,0,3,3
5,4,0.508666462,0.0125,101,15,0,0.9,0.689457228,461.5763669,0,3,3
1,1,0.491333538,0,121,14,0,0,0.598628708,348.7731313,0,4,1
1,1,0.491333538,0,121,10,0,0,0.598628708,348.7731313,0,4,1
1,1,0.491333538,0,121,12,0,0,0.598628708,348.7731313,0,4,1
1,1,0.491333538,0,121,15,15,0,0.598628708,348.7731313,0,4,1
1,1,0.491333538,0,123,12,0,0,0.61032074,252.4625171,0,4,1
1,1,0.491333538,0,123,10,0,0,0.61032074,252.4625171,0,4,1
1,1,0.491333538,0,123,12,0,0,0.61032074,252.4625171,0,4,1
1,1,0.491333538,0,123,15,15,0,0.61032074,252.4625171,0,4,1
1,0,0.491333538,0,123,7,0,0,0.25463656,567.2120322,0,3,3
1,0,0.491333538,0,123,8,0,0,0.25463656,567.2120322,0,3,3
1,0,0.491333538,0,123,18,18,0.04,0.25463656,567.2120322,0,3,3
1,0,0.491333538,0,123,15,0,0.04,0.25463656,567.2120322,0,3,3
1,0,0.491333538,0,123,13,0,0.04,0.25463656,567.2120322,0,3,3
1,0,0.491333538,0,123,7,0,0.015,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,8,8,0.015,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,1,0,0.015,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,17,17,0.33,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,15,15,0.33,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,13,0,0.33,0.437163885,570.3902715,0,4,3
1,0,0.491333538,0,123,7,0,0.04,0.57395266,567.2120322,0,3,3
1,0,0.491333538,0,123,9,0,0.04,0.57395266,567.2120322,0,3,3
1,0,0.491333538,0,123,17,17,0.505,0.57395266,567.2120322,0,3,3
1,0,0.491333538,0,123,16,0,0.505,0.57395266,567.2120322,0,3,3
1,0,0.491333538,0,123,14,0,0.505,0.57395266,567.2120322,0,3,3
1,0,0.491333538,0,123,7,0,0.005,0.302443507,570.3902715,0,4,2
1,0,0.491333538,0,123,8,8,0.005,0.302443507,570.3902715,0,4,2
1,0,0.491333538,0,123,1,0,0.005,0.302443507,570.3902715,0,4,2
1,0,0.491333538,0,123,17,17,0.01,0.302443507,570.3902715,0,4,2
1,0,0.491333538,0,123,15,15,0.01,0.302443507,570.3902715,0,4,2
1,3,0.508666462,0,118,10,0,0.045,0.213497516,445.6125539,0,5,1
1,3,0.508666462,0,118,10,0,0.045,0.213497516,445.6125539,0,5,1
1,3,0.508666462,0,118,15,0,0.025,0.213497516,445.6125539,0,5,1
1,3,0.508666462,0,118,17,17,0.025,0.213497516,445.6125539,0,5,1
1,0,0.491333538,0,157,28,28,0,0.119088681,458.0769825,0,1,1
1,0,0.491333538,0,157,28,28,0,0.116029619,458.0769825,0,1,1
1,4,0.508666462,0,157,28,28,0,0.063951407,458.0769825,0,1,1
1,0,0.491333538,0,157,28,28,0,0.16682315,458.0769825,0,1,1
1,3,0.508666462,0,157,28,28,0,0.239840154,458.0769825,0,1,1
1,1,0.491333538,0,157,13,13,0,0.24960821,502.1440949,1,1,1
1,1,0.491333538,0,157,15,15,0,0.24960821,502.1440949,1,1,1
1,0,0.491333538,0,157,13,13,0,0.223627761,370.8053235,1,1,0
1,3,0.508666462,0,157,28,28,0,0.259580343,458.0769825,0,1,1
2,2,0.508666462,0,123,35,0,0,0.208750982,658.0923647,1,4,0
2,2,0.508666462,0,123,14,14,0,0.208750982,658.0923647,1,4,0
2,2,0.508666462,0,123,7,7,0,0.208750982,658.0923647,1,4,0
3,0,0.491333538,0,123,29,0,0,0.586637951,379.6230511,1,5,0
3,0,0.491333538,0,123,6,0,0,0.586637951,379.6230511,1,5,0
3,0,0.491333538,0,123,14,14,0,0.586637951,379.6230511,1,5,0
3,0,0.491333538,0,123,7,7,0,0.586637951,379.6230511,1,5,0
5,3,0.508666462,0,123,40,0,0,0.240219593,469.5771868,1,4,0
5,3,0.508666462,0,123,10,10,0,0.240219593,469.5771868,1,4,0
5,3,0.508666462,0,123,11,11,0,0.240219593,469.5771868,1,4,0
2,3,0.508666462,0,121,37,0,0,0.288511066,718.6027835,0,4,0
2,3,0.508666462,0,121,21,0,0,0.288511066,718.6027835,0,4,0
5,3,0.508666462,0,128,29,0,0,0.40482039,763.5227337,1,4,0
5,3,0.508666462,0,128,14,14,0,0.40482039,763.5227337,1,4,0
5,3,0.508666462,0,128,11,11,0,0.40482039,763.5227337,1,4,0
2,3,0.508666462,0,121,37,0,0,0.253783011,475.9336653,1,4,0
2,3,0.508666462,0,121,14,14,0,0.253783011,475.9336653,1,4,0
2,3,0.508666462,0,121,10,10,0,0.253783011,475.9336653,1,4,0
1,1,0.491333538,0,119,37,0,0,0.470850109,664.4488432,1,4,0
1,1,0.491333538,0,119,15,15,0,0.470850109,664.4488432,1,4,0
1,1,0.491333538,0,119,10,10,0,0.470850109,664.4488432,1,4,0
3,3,0.508666462,0,129,27,0,0,0.900564625,763.5227337,1,4,0
3,3,0.508666462,0,129,15,15,0,0.900564625,763.5227337,1,4,0
3,3,0.508666462,0,129,10,10,0,0.900564625,763.5227337,1,4,0
3,3,0.508666462,0,157,14,14,0,0.345732613,602.198941,1,2,0
3,3,0.508666462,0,157,10,10,0,0.345732613,602.198941,1,2,0
3,1,0.491333538,0,121,36,0,0,0.479518131,664.4488432,1,4,0
3,1,0.491333538,0,121,14,14,0,0.479518131,664.4488432,1,4,0
3,1,0.491333538,0,121,10,10,0,0.479518131,664.4488432,1,4,0
3,1,0.491333538,0,119,38,0,0.005,0.371867825,763.5227337,1,4,0
3,1,0.491333538,0,119,14,14,0.005,0.371867825,763.5227337,1,4,0
3,1,0.491333538,0,119,10,10,0.005,0.371867825,763.5227337,1,4,0
1,1,0.491333538,0,121,36,0,0.01,0.387754896,664.4488432,1,4,0
1,1,0.491333538,0,121,14,14,0.01,0.387754896,664.4488432,1,4,0
1,1,0.491333538,0,121,10,10,0.01,0.387754896,664.4488432,1,4,0
2,3,0.508666462,0,118,33,0,0.06,0.421582621,868.9531026,1,5,0
2,3,0.508666462,0,118,6,0,0.06,0.421582621,868.9531026,1,5,0
2,3,0.508666462,0,118,14,14,0.06,0.421582621,868.9531026,1,5,0
2,3,0.508666462,0,118,10,10,0.06,0.421582621,868.9531026,1,5,0
5,3,0.508666462,0,118,38,0,0.01,0.491845855,713.9857884,1,4,0
5,3,0.508666462,0,118,15,15,0.01,0.491845855,713.9857884,1,4,0
5,3,0.508666462,0,118,10,10,0.01,0.491845855,713.9857884,1,4,0
2,3,0.508666462,0,118,33,0,0.01,0.398013596,868.9531026,1,5,0
2,3,0.508666462,0,118,5,0,0.01,0.398013596,868.9531026,1,5,0
2,3,0.508666462,0,118,16,16,0.01,0.398013596,868.9531026,1,5,0
2,3,0.508666462,0,118,9,9,0.01,0.398013596,868.9531026,1,5,0
3,0,0.491333538,0.0025,118,33,0,0.22,0.503338789,911.1097765,1,4,1
3,0,0.491333538,0.0025,118,3,3,0.22,0.503338789,911.1097765,1,4,1
3,0,0.491333538,0.0025,118,16,16,0.22,0.503338789,911.1097765,1,4,1
3,0,0.491333538,0.0025,118,12,12,0.22,0.503338789,911.1097765,1,4,1
2,0,0.491333538,0,123,33,0,0,0.473763397,469.5771868,1,4,0
2,0,0.491333538,0,123,15,15,0,0.473763397,469.5771868,1,4,0
2,0,0.491333538,0,123,9,9,0,0.473763397,469.5771868,1,4,0
2,3,0.508666462,0,119,32,0,0.015,0.587320876,868.9531026,1,5,0
2,3,0.508666462,0,119,2,0,0.015,0.587320876,868.9531026,1,5,0
2,3,0.508666462,0,119,20,20,0.015,0.587320876,868.9531026,1,5,0
2,3,0.508666462,0,119,7,7,0.015,0.587320876,868.9531026,1,5,0
5,3,0.508666462,0,128,29,0,0,0.551450339,757.1662552,1,4,0
5,3,0.508666462,0,128,14,14,0,0.551450339,757.1662552,1,4,0
5,3,0.508666462,0,128,9,9,0,0.551450339,757.1662552,1,4,0
2,0,0.491333538,0,115,35,0,0,0.221768839,451.1651927,1,5,0
2,0,0.491333538,0,115,3,0,0,0.221768839,451.1651927,1,5,0
2,0,0.491333538,0,115,17,17,0,0.221768839,451.1651927,1,5,0
2,0,0.491333538,0,115,9,9,0,0.221768839,451.1651927,1,5,0
2,3,0.508666462,0,115,35,0,0,0.207619603,670.8053217,1,5,0
2,3,0.508666462,0,115,4,0,0.025,0.207619603,670.8053217,1,5,0
2,3,0.508666462,0,115,16,16,0.025,0.207619603,670.8053217,1,5,0
2,3,0.508666462,0,115,9,9,0.025,0.207619603,670.8053217,1,5,0
3,0,0.491333538,0,123,35,0,0,0.372759725,658.0923647,1,4,0
3,0,0.491333538,0,123,17,17,0,0.372759725,658.0923647,1,4,0
3,0,0.491333538,0,123,9,9,0,0.372759725,658.0923647,1,4,0
3,0,0.491333538,0,123,1,0,0,0.358187564,531.827089,1,7,0
3,0,0.491333538,0,123,28,0,0,0.358187564,531.827089,1,7,0
3,0,0.491333538,0,123,6,0,0,0.358187564,531.827089,1,7,0
3,0,0.491333538,0,123,17,17,0,0.358187564,531.827089,1,7,0
3,0,0.491333538,0,123,9,9,0,0.358187564,531.827089,1,7,0
2,2,0.508666462,0,111,28,0,0,0.059970866,674.9463149,2,3,0
2,2,0.508666462,0,111,14,0,0,0.059970866,674.9463149,2,3,0
2,2,0.508666462,0,111,15,15,0,0.059970866,674.9463149,2,3,0
2,2,0.508666462,0,111,13,0,0,0.059970866,674.9463149,2,3,0
1,4,0.508666462,0,123,16,16,0,0.067833041,793.8569506,3,2,0
1,4,0.508666462,0,123,10,10,0,0.067833041,793.8569506,3,2,0
1,4,0.508666462,0,123,11,11,0,0.067833041,793.8569506,3,2,0
1,4,0.508666462,0,123,19,0,0,0.067833041,793.8569506,3,2,0
2,1,0.491333538,0,152,26,0,0.27,0.126521118,215.1480517,0,4,0
4,4,0.508666462,0,152,13,0,0,0.217237545,398.8259919,0,7,0
4,4,0.508666462,0,152,13,0,0,0.217237545,398.8259919,0,7,0
2,0,0.491333538,0,153,25,0,0,0.21785872,232.3744842,0,4,0
1,0,0.491333538,0,152,26,0,0,0.256652519,232.3744842,0,4,0
1,3,0.508666462,0,152,26,0,0,0.202885187,232.3744842,0,4,0
1,2,0.508666462,0,119,11,0,0,0.531482565,420.3450792,0,4,1
1,2,0.508666462,0,119,12,0,0,0.531482565,420.3450792,0,4,1
1,2,0.508666462,0,119,16,0,0.245,0.531482565,420.3450792,0,4,1
1,2,0.508666462,0,119,14,14,0.245,0.531482565,420.3450792,0,4,1
1,3,0.508666462,0,105,24,0,0,0.564063414,218.7532379,0,6,0
1,3,0.508666462,0,105,13,0,0,0.564063414,218.7532379,0,6,0
1,3,0.508666462,0,105,16,0,0.015,0.564063414,218.7532379,0,6,0
1,3,0.508666462,0,105,14,0,0.015,0.564063414,218.7532379,0,6,0
2,0,0.491333538,0,88,33,0,0,0.557036422,662.0846256,0,6,2
2,0,0.491333538,0,88,9,0,0.01,0.557036422,662.0846256,0,6,2
2,0,0.491333538,0,88,13,0,0.01,0.557036422,662.0846256,0,6,2
2,0,0.491333538,0,88,13,13,0.12,0.557036422,662.0846256,0,6,2
2,0,0.491333538,0,88,15,15,0.12,0.557036422,662.0846256,0,6,2
2,0,0.491333538,0,88,7,7,0.12,0.557036422,662.0846256,0,6,2
1,1,0.491333538,0,121,9,0,0,0.510547109,213.3182608,0,6,0
1,1,0.491333538,0,121,12,0,0,0.510547109,213.3182608,0,6,0
1,1,0.491333538,0,121,15,0,0,0.510547109,213.3182608,0,6,0
1,1,0.491333538,0,121,15,0,0,0.510547109,213.3182608,0,6,0
3,3,0.508666462,0,94,28,0,0,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,94,7,0,0.015,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,94,13,0,0.015,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,94,16,16,0.035,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,94,14,14,0.035,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,94,6,6,0.035,0.564428047,435.1107837,1,6,1
3,3,0.508666462,0,93,12,0,0,0.515987935,253.2061029,0,8,0
3,3,0.508666462,0,93,24,0,0.005,0.515987935,253.2061029,0,8,0
3,3,0.508666462,0,93,14,0,0.005,0.515987935,253.2061029,0,8,0
3,3,0.508666462,0,93,14,0,0,0.515987935,253.2061029,0,8,0
3,3,0.508666462,0,93,15,0,0,0.515987935,253.2061029,0,8,0
1,0,0.491333538,0,93,28,0,0,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,9,0,0.045,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,14,0,0.045,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,12,12,0.24,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,15,15,0.24,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,8,8,0.24,0.477366278,473.8702568,0,6,2
2,4,0.508666462,0,122,7,0,0.01,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,13,0,0.01,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,14,0,0.005,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,16,0,0.005,0.354242072,213.3182608,0,6,0
1,0,0.491333538,0,121,9,0,0.015,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,13,0,0.015,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,14,14,0.265,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,14,14,0.265,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,6,6,0.265,0.543813204,749.7820235,0,5,2
5,3,0.508666462,0,121,8,0,0,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,13,0,0,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,15,0,0.1,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,13,0,0.1,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,122,7,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,10,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,18,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,14,0,0,0.485947395,183.6254582,0,6,0
2,0,0.491333538,0,89,32,0,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,8,0,0.005,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,13,0,0.005,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,14,14,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,15,15,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,7,7,0,0.449476262,614.3570698,0,6,2
